,suburb,rooms,type,price,method,sellerg,distance,bedroom2,bathroom,car,landsize,yearbuilt,councilarea,regionname,year,month,day,season
4339,North Melbourne,2,u,540000.0,S,Jellis,2.3,2.0,1.0,1.0,0.0,1970.0,Melbourne,Northern Metropolitan,2016,3,12,Spring
4340,North Melbourne,1,u,340000.0,S,Brad,2.3,1.0,1.0,1.0,0.0,,Melbourne,Northern Metropolitan,2016,3,12,Spring
4341,North Melbourne,2,u,726000.0,S,Jellis,2.3,2.0,1.0,1.0,0.0,1970.0,Melbourne,Northern Metropolitan,2017,4,3,Spring
4342,North Melbourne,3,h,1340000.0,S,W.B.,2.3,3.0,1.0,0.0,83.0,1980.0,Melbourne,Northern Metropolitan,2017,4,3,Spring
4343,North Melbourne,2,t,1105000.0,S,Jellis,2.3,2.0,2.0,1.0,88.0,2010.0,Melbourne,Northern Metropolitan,2017,4,3,Spring
4344,North Melbourne,2,t,841000.0,S,Jellis,2.3,2.0,1.0,1.0,215.0,2000.0,Melbourne,Northern Metropolitan,2017,4,3,Spring
4345,North Melbourne,2,u,528500.0,SP,Woodards,2.3,2.0,1.0,1.0,0.0,1960.0,Melbourne,Northern Metropolitan,2016,4,6,Spring
4346,North Melbourne,2,u,585000.0,SA,Edward,2.3,2.0,1.0,1.0,0.0,,Melbourne,Northern Metropolitan,2016,4,6,Spring
4347,North Melbourne,2,u,645000.0,S,Nelson,2.3,2.0,1.0,1.0,0.0,,Melbourne,Northern Metropolitan,2016,7,5,Summer
4348,North Melbourne,1,u,410000.0,VB,Jellis,2.3,1.0,1.0,1.0,1045.0,2011.0,Melbourne,Northern Metropolitan,2016,7,11,Summer
4349,North Melbourne,2,u,550000.0,SP,Jellis,2.3,2.0,1.0,2.0,0.0,1975.0,Melbourne,Northern Metropolitan,2016,7,11,Summer
4350,North Melbourne,2,u,470000.0,VB,W.B.,2.3,2.0,1.0,1.0,0.0,,Melbourne,Northern Metropolitan,2016,7,11,Summer
4351,North Melbourne,2,u,470000.0,VB,W.B.,2.3,2.0,1.0,1.0,0.0,2006.0,Melbourne,Northern Metropolitan,2016,7,11,Summer
4352,North Melbourne,2,u,475000.0,S,Jas,2.3,2.0,1.0,1.0,0.0,,Melbourne,Northern Metropolitan,2016,8,10,Summer
4353,North Melbourne,2,u,640000.0,S,MICM,2.3,2.0,2.0,1.0,0.0,2006.0,Melbourne,Northern Metropolitan,2016,8,10,Summer
4354,North Melbourne,4,h,1330000.0,S,McDonald,2.3,3.0,2.0,1.0,246.0,,Melbourne,Northern Metropolitan,2016,10,9,Autumn
4355,North Melbourne,2,u,720000.0,S,W.B.,2.3,2.0,2.0,1.0,0.0,1998.0,Melbourne,Northern Metropolitan,2016,10,12,Autumn
4356,North Melbourne,2,t,888000.0,S,Jellis,2.3,2.0,1.0,1.0,0.0,,Melbourne,Northern Metropolitan,2016,10,12,Autumn
4357,North Melbourne,3,h,1325000.0,S,Nelson,2.3,3.0,2.0,1.0,97.0,2011.0,Melbourne,Northern Metropolitan,2016,10,12,Autumn
4358,North Melbourne,1,u,368000.0,SP,Jellis,2.3,1.0,1.0,1.0,0.0,2003.0,Melbourne,Northern Metropolitan,2016,10,12,Autumn
4359,North Melbourne,3,t,1300000.0,S,Jellis,2.3,3.0,2.0,2.0,67.0,2005.0,Melbourne,Northern Metropolitan,2017,11,2,Autumn
4360,North Melbourne,2,u,450000.0,VB,W.B.,2.3,2.0,1.0,1.0,1588.0,1970.0,Melbourne,Northern Metropolitan,2016,12,11,Winter
4361,North Melbourne,3,h,1385000.0,S,Nelson,2.3,3.0,2.0,0.0,118.0,1890.0,Melbourne,Northern Metropolitan,2016,8,13,Summer
4362,North Melbourne,2,h,990000.0,S,Nelson,2.3,2.0,2.0,1.0,584.0,2008.0,Melbourne,Northern Metropolitan,2016,10,15,Autumn
4363,North Melbourne,2,u,440000.0,PI,hockingstuart,2.3,2.0,1.0,1.0,0.0,1960.0,Melbourne,Northern Metropolitan,2016,4,16,Spring
4364,North Melbourne,2,u,606000.0,S,Nelson,2.3,2.0,1.0,2.0,0.0,2000.0,Melbourne,Northern Metropolitan,2016,4,16,Spring
4365,North Melbourne,1,u,450000.0,SP,Jellis,2.3,1.0,1.0,1.0,0.0,2012.0,Melbourne,Northern Metropolitan,2016,7,16,Summer
4366,North Melbourne,3,h,1470000.0,S,Jellis,2.3,2.0,1.0,0.0,232.0,1930.0,Melbourne,Northern Metropolitan,2016,9,17,Autumn
4367,North Melbourne,2,u,591500.0,S,Jellis,2.3,2.0,1.0,1.0,0.0,,Melbourne,Northern Metropolitan,2016,9,17,Autumn
4368,North Melbourne,2,t,1300000.0,VB,Nelson,2.3,2.0,2.0,1.0,0.0,,Melbourne,Northern Metropolitan,2016,6,18,Summer
4369,North Melbourne,2,h,1010000.0,S,Jellis,2.3,2.0,2.0,0.0,109.0,1900.0,Melbourne,Northern Metropolitan,2016,11,19,Autumn
4370,North Melbourne,2,h,1266000.0,S,Jellis,2.3,2.0,1.0,0.0,161.0,1960.0,Melbourne,Northern Metropolitan,2016,11,19,Autumn
4371,North Melbourne,2,u,620000.0,S,LITTLE,2.3,2.0,1.0,2.0,0.0,2004.0,Melbourne,Northern Metropolitan,2016,11,19,Autumn
4372,North Melbourne,2,u,540000.0,S,Alexkarbon,2.3,2.0,1.0,1.0,0.0,1970.0,Melbourne,Northern Metropolitan,2016,8,22,Summer
4373,North Melbourne,2,h,1200000.0,SP,Jellis,2.3,2.0,2.0,1.0,146.0,,Melbourne,Northern Metropolitan,2016,9,24,Autumn
4374,North Melbourne,2,u,630000.0,SP,Alexkarbon,2.3,2.0,1.0,1.0,0.0,2002.0,Melbourne,Northern Metropolitan,2016,9,24,Autumn
4375,North Melbourne,2,u,560000.0,S,Jellis,2.3,2.0,1.0,1.0,2300.0,1975.0,Melbourne,Northern Metropolitan,2017,2,25,Winter
4376,North Melbourne,2,h,800000.0,VB,Nelson,2.3,2.0,2.0,1.0,55.0,2011.0,Melbourne,Northern Metropolitan,2016,6,27,Summer
4377,North Melbourne,2,u,665500.0,S,Alexkarbon,2.3,2.0,2.0,1.0,0.0,2012.0,Melbourne,Northern Metropolitan,2016,11,27,Autumn
4378,North Melbourne,2,u,550055.0,SP,Jellis,2.3,2.0,1.0,2.0,1004.0,1971.0,Melbourne,Northern Metropolitan,2016,11,27,Autumn
4379,North Melbourne,1,u,358000.0,SP,Jellis,2.3,1.0,1.0,1.0,649.0,1970.0,Melbourne,Northern Metropolitan,2016,11,27,Autumn
4380,North Melbourne,1,u,320000.0,S,W.B.,2.3,1.0,1.0,1.0,0.0,1975.0,Melbourne,Northern Metropolitan,2016,11,27,Autumn
4381,North Melbourne,3,t,1000000.0,VB,Nelson,2.3,3.0,2.0,1.0,61.0,1920.0,Melbourne,Northern Metropolitan,2016,11,27,Autumn
4382,North Melbourne,2,u,598000.0,S,Alexkarbon,2.3,2.0,1.0,1.0,0.0,2005.0,Melbourne,Northern Metropolitan,2016,11,27,Autumn
4383,North Melbourne,2,u,950000.0,S,hockingstuart,2.3,2.0,2.0,1.0,0.0,,Melbourne,Northern Metropolitan,2016,5,28,Spring
4384,North Melbourne,3,t,1065000.0,S,Alexkarbon,2.3,3.0,2.0,1.0,64.0,2008.0,Melbourne,Northern Metropolitan,2016,5,28,Spring
4385,North Melbourne,2,h,885000.0,S,Jellis,2.3,2.0,1.0,1.0,111.0,1880.0,Melbourne,Northern Metropolitan,2016,8,28,Summer
4386,North Melbourne,2,u,587134.0,SP,Woodards,2.3,2.0,1.0,1.0,0.0,1970.0,Melbourne,Northern Metropolitan,2016,8,28,Summer
4387,Northcote,2,h,1286000.0,S,McGrath,5.5,2.0,1.0,1.0,245.0,1890.0,Darebin,Northern Metropolitan,2016,3,9,Spring
4388,Northcote,3,h,1200000.0,S,Nelson,5.5,3.0,1.0,1.0,215.0,1920.0,Darebin,Northern Metropolitan,2016,3,9,Spring
4389,Northcote,3,h,1382500.0,SA,Nelson,5.5,3.0,2.0,2.0,286.0,2007.0,Darebin,Northern Metropolitan,2016,3,9,Spring
4390,Northcote,2,u,630000.0,S,McGrath,5.5,2.0,2.0,1.0,0.0,,Darebin,Northern Metropolitan,2016,3,9,Spring
4391,Northcote,4,h,1600000.0,VB,Jellis,5.5,4.0,2.0,1.0,464.0,1910.0,Darebin,Northern Metropolitan,2016,3,9,Spring
4392,Northcote,3,h,1310000.0,PI,Jellis,5.5,3.0,2.0,1.0,267.0,1920.0,Darebin,Northern Metropolitan,2017,4,3,Spring
4393,Northcote,2,h,1035000.0,S,Nelson,5.5,2.0,1.0,0.0,140.0,,Darebin,Northern Metropolitan,2017,4,3,Spring
4394,Northcote,3,h,1980000.0,S,McGrath,5.5,3.0,2.0,4.0,613.0,,Darebin,Northern Metropolitan,2017,4,3,Spring
4395,Northcote,2,u,592000.0,S,Collins,5.5,2.0,1.0,2.0,0.0,,Darebin,Northern Metropolitan,2017,4,3,Spring
4396,Northcote,3,h,1335000.0,S,Ray,5.5,3.0,1.0,3.0,520.0,,Darebin,Northern Metropolitan,2017,4,3,Spring
4397,Northcote,3,h,1710000.0,PI,Collins,5.5,3.0,1.0,1.0,247.0,1890.0,Darebin,Northern Metropolitan,2016,4,6,Spring
4398,Northcote,4,h,1590000.0,SP,Jellis,5.5,4.0,1.0,1.0,484.0,1925.0,Darebin,Northern Metropolitan,2016,4,6,Spring
4399,Northcote,6,h,2000000.0,SP,Nelson,5.5,6.0,2.0,2.0,772.0,1992.0,Darebin,Northern Metropolitan,2016,4,6,Spring
4400,Northcote,2,u,583000.0,SP,Nelson,5.5,2.0,2.0,1.0,0.0,2011.0,Darebin,Northern Metropolitan,2016,6,8,Summer
4401,Northcote,2,u,418000.0,SP,hockingstuart,5.5,2.0,1.0,1.0,1882.0,,Darebin,Northern Metropolitan,2016,7,5,Summer
4402,Northcote,3,h,860000.0,PI,Nelson,5.5,3.0,1.0,1.0,213.0,,Darebin,Northern Metropolitan,2016,7,5,Summer
4403,Northcote,2,t,650000.0,VB,Nelson,5.5,2.0,2.0,2.0,55.0,2013.0,Darebin,Northern Metropolitan,2016,7,5,Summer
4404,Northcote,4,h,1700000.0,PI,hockingstuart,5.5,4.0,2.0,1.0,415.0,1900.0,Darebin,Northern Metropolitan,2016,7,5,Summer
4405,Northcote,2,h,1575000.0,SA,McGrath,5.5,2.0,1.0,3.0,607.0,1945.0,Darebin,Northern Metropolitan,2016,7,11,Summer
4406,Northcote,2,h,950000.0,S,Purplebricks,5.5,2.0,1.0,1.0,191.0,1920.0,Darebin,Northern Metropolitan,2016,7,11,Summer
4407,Northcote,3,h,1655000.0,SP,Jellis,5.5,3.0,1.0,3.0,472.0,1924.0,Darebin,Northern Metropolitan,2016,8,10,Summer
4408,Northcote,4,h,1950000.0,S,Jellis,5.5,4.0,1.0,2.0,608.0,1870.0,Darebin,Northern Metropolitan,2016,8,10,Summer
4409,Northcote,4,h,905000.0,S,Nelson,5.5,2.0,1.0,1.0,314.0,,Darebin,Northern Metropolitan,2016,8,10,Summer
4410,Northcote,3,h,1255000.0,S,Nelson,5.5,3.0,2.0,1.0,259.0,1910.0,Darebin,Northern Metropolitan,2016,10,9,Autumn
4411,Northcote,2,u,601000.0,S,Nelson,5.5,2.0,1.0,1.0,0.0,,Darebin,Northern Metropolitan,2016,10,9,Autumn
4412,Northcote,2,h,1020000.0,S,Nelson,5.5,2.0,1.0,2.0,347.0,1935.0,Darebin,Northern Metropolitan,2016,10,9,Autumn
4413,Northcote,1,u,435000.0,S,Nelson,5.5,1.0,1.0,2.0,0.0,1970.0,Darebin,Northern Metropolitan,2016,10,9,Autumn
4414,Northcote,2,h,790000.0,PI,McGrath,5.5,2.0,1.0,1.0,136.0,2000.0,Darebin,Northern Metropolitan,2016,10,9,Autumn
4415,Northcote,3,h,990000.0,S,Barry,5.5,2.0,1.0,2.0,497.0,,Darebin,Northern Metropolitan,2016,10,9,Autumn
4416,Northcote,2,u,605000.0,S,Love,5.5,2.0,1.0,2.0,0.0,2000.0,Darebin,Northern Metropolitan,2016,10,9,Autumn
4417,Northcote,4,h,2270000.0,S,Collins,5.5,4.0,2.0,2.0,440.0,1992.0,Darebin,Northern Metropolitan,2016,10,12,Autumn
4418,Northcote,1,u,385000.0,SP,McGrath,5.5,1.0,1.0,0.0,0.0,1970.0,Darebin,Northern Metropolitan,2016,10,12,Autumn
4419,Northcote,2,h,900000.0,S,Brad,5.5,2.0,1.0,0.0,367.0,,Darebin,Northern Metropolitan,2016,10,12,Autumn
4420,Northcote,4,h,1340000.0,S,Leased,5.5,4.0,1.0,2.0,0.0,,Darebin,Northern Metropolitan,2016,10,12,Autumn
4421,Northcote,3,h,1300000.0,S,Nelson,5.5,3.0,2.0,1.0,379.0,,Darebin,Northern Metropolitan,2017,11,2,Autumn
4422,Northcote,4,h,1310000.0,PI,Nelson,5.5,4.0,2.0,2.0,282.0,,Darebin,Northern Metropolitan,2016,12,6,Winter
4423,Northcote,2,h,1112000.0,S,Nelson,5.5,4.0,1.0,2.0,238.0,,Darebin,Northern Metropolitan,2016,12,6,Winter
4424,Northcote,2,h,910000.0,S,Nelson,5.5,2.0,1.0,2.0,229.0,1900.0,Darebin,Northern Metropolitan,2016,12,11,Winter
4425,Northcote,3,t,830000.0,S,Jellis,5.5,3.0,3.0,1.0,55.0,2013.0,Darebin,Northern Metropolitan,2016,12,11,Winter
4426,Northcote,4,h,2100000.0,PI,Woodards,5.5,4.0,1.0,2.0,0.0,,Darebin,Northern Metropolitan,2016,12,11,Winter
4427,Northcote,3,h,1190000.0,S,Nelson,5.5,3.0,1.0,1.0,445.0,1920.0,Darebin,Northern Metropolitan,2016,12,11,Winter
4428,Northcote,3,t,865000.0,S,Love,5.5,3.0,1.0,2.0,184.0,2006.0,Darebin,Northern Metropolitan,2016,12,11,Winter
4429,Northcote,4,h,2175000.0,S,Nelson,5.5,5.0,2.0,1.0,573.0,1890.0,Darebin,Northern Metropolitan,2016,8,13,Summer
4430,Northcote,3,h,1085000.0,S,Brace,5.5,3.0,1.0,2.0,610.0,,Darebin,Northern Metropolitan,2016,8,13,Summer
4431,Northcote,1,u,312000.0,S,Harcourts,5.5,1.0,1.0,1.0,0.0,1960.0,Darebin,Northern Metropolitan,2016,5,14,Spring
4432,Northcote,1,u,320000.0,PI,Barry,5.5,1.0,1.0,0.0,0.0,,Darebin,Northern Metropolitan,2016,5,14,Spring
4433,Northcote,2,h,890000.0,S,hockingstuart,5.5,2.0,1.0,1.0,225.0,1910.0,Darebin,Northern Metropolitan,2016,5,14,Spring
4434,Northcote,5,h,2700000.0,S,hockingstuart,5.5,4.0,3.0,3.0,490.0,1920.0,Darebin,Northern Metropolitan,2016,5,14,Spring
4435,Northcote,2,h,1101000.0,S,Jellis,5.5,2.0,1.0,0.0,229.0,1910.0,Darebin,Northern Metropolitan,2016,5,14,Spring
4436,Northcote,3,h,926000.0,S,hockingstuart,5.5,3.0,1.0,2.0,380.0,,Darebin,Northern Metropolitan,2016,5,14,Spring
4437,Northcote,3,h,1050000.0,SP,Nelson,5.5,3.0,1.0,0.0,158.0,1910.0,Darebin,Northern Metropolitan,2016,10,15,Autumn
4438,Northcote,3,h,1010000.0,S,Nelson,5.5,3.0,1.0,1.0,178.0,2000.0,Darebin,Northern Metropolitan,2016,10,15,Autumn
4439,Northcote,5,h,2155000.0,S,Jellis,5.5,5.0,2.0,2.0,692.0,1920.0,Darebin,Northern Metropolitan,2016,10,15,Autumn
4440,Northcote,2,u,430000.0,PI,Nelson,5.5,2.0,1.0,1.0,0.0,1970.0,Darebin,Northern Metropolitan,2016,10,15,Autumn
4441,Northcote,3,h,1900000.0,SP,hockingstuart,5.5,3.0,1.0,1.0,522.0,1910.0,Darebin,Northern Metropolitan,2016,4,16,Spring
4442,Northcote,2,h,888000.0,SP,hockingstuart,5.5,2.0,1.0,1.0,190.0,1985.0,Darebin,Northern Metropolitan,2016,4,16,Spring
4443,Northcote,2,h,1020000.0,S,Nelson,5.5,2.0,1.0,1.0,354.0,1920.0,Darebin,Northern Metropolitan,2016,4,16,Spring
4444,Northcote,3,h,1160000.0,S,hockingstuart,5.5,2.0,3.0,2.0,425.0,,Darebin,Northern Metropolitan,2016,4,16,Spring
4445,Northcote,2,h,844000.0,S,Barry,5.5,2.0,1.0,1.0,174.0,1995.0,Darebin,Northern Metropolitan,2016,4,16,Spring
4446,Northcote,3,h,1860000.0,S,Nelson,5.5,2.0,3.0,1.0,448.0,,Darebin,Northern Metropolitan,2016,4,16,Spring
4447,Northcote,3,h,1676000.0,S,Jellis,5.5,3.0,1.0,2.0,401.0,,Darebin,Northern Metropolitan,2016,7,16,Summer
4448,Northcote,3,t,900000.0,S,Nelson,5.5,3.0,2.0,2.0,608.0,2012.0,Darebin,Northern Metropolitan,2016,7,16,Summer
4449,Northcote,3,h,1300000.0,S,Nelson,5.5,3.0,1.0,1.0,328.0,1920.0,Darebin,Northern Metropolitan,2016,9,17,Autumn
4450,Northcote,3,u,810000.0,SP,Jellis,5.5,3.0,1.0,2.0,150.0,2000.0,Darebin,Northern Metropolitan,2016,9,17,Autumn
4451,Northcote,2,t,701000.0,SP,Nelson,5.5,2.0,1.0,1.0,0.0,2000.0,Darebin,Northern Metropolitan,2016,9,17,Autumn
4452,Northcote,1,u,410000.0,S,Nelson,5.5,1.0,1.0,0.0,0.0,,Darebin,Northern Metropolitan,2016,9,17,Autumn
4453,Northcote,2,h,1255000.0,S,Ray,5.5,2.0,1.0,2.0,314.0,,Darebin,Northern Metropolitan,2017,3,18,Spring
4454,Northcote,2,u,665000.0,PI,Barry,5.5,2.0,1.0,1.0,120.0,1975.0,Darebin,Northern Metropolitan,2017,3,18,Spring
4455,Northcote,2,h,1085000.0,S,McGrath,5.5,2.0,2.0,1.0,152.0,,Darebin,Northern Metropolitan,2017,3,18,Spring
4456,Northcote,3,h,2315000.0,SP,McGrath,5.5,3.0,1.0,2.0,899.0,1960.0,Darebin,Northern Metropolitan,2017,3,18,Spring
4457,Northcote,2,h,1170000.0,S,Barry,5.5,2.0,1.0,3.0,453.0,1920.0,Darebin,Northern Metropolitan,2016,6,18,Summer
4458,Northcote,2,h,875000.0,S,Nelson,5.5,2.0,1.0,1.0,0.0,,Darebin,Northern Metropolitan,2016,6,18,Summer
4459,Northcote,3,h,1715000.0,S,Harrington,5.5,3.0,1.0,1.0,407.0,1900.0,Darebin,Northern Metropolitan,2016,11,19,Autumn
4460,Northcote,3,h,1396500.0,S,Woodards,5.5,3.0,1.0,1.0,302.0,,Darebin,Northern Metropolitan,2016,11,19,Autumn
4461,Northcote,1,u,422000.0,S,Chambers,5.5,1.0,1.0,1.0,0.0,1970.0,Darebin,Northern Metropolitan,2016,11,19,Autumn
4462,Northcote,3,h,1474000.0,S,Jellis,5.5,3.0,1.0,0.0,304.0,1910.0,Darebin,Northern Metropolitan,2016,11,19,Autumn
4463,Northcote,3,h,1340000.0,S,Jellis,5.5,3.0,2.0,1.0,165.0,1997.0,Darebin,Northern Metropolitan,2016,11,19,Autumn
4464,Northcote,3,h,980000.0,S,Nelson,5.5,3.0,1.0,0.0,279.0,,Darebin,Northern Metropolitan,2016,11,19,Autumn
4465,Northcote,2,h,1035000.0,S,hockingstuart,5.5,2.0,1.0,2.0,243.0,1890.0,Darebin,Northern Metropolitan,2016,5,22,Spring
4466,Northcote,2,u,460000.0,VB,Nelson,5.5,2.0,1.0,1.0,0.0,2009.0,Darebin,Northern Metropolitan,2016,5,22,Spring
4467,Northcote,3,h,1760000.0,S,Nelson,5.5,2.0,2.0,2.0,403.0,1920.0,Darebin,Northern Metropolitan,2016,5,22,Spring
4468,Northcote,3,h,975000.0,S,Barry,5.5,3.0,1.0,2.0,274.0,2006.0,Darebin,Northern Metropolitan,2016,5,22,Spring
4469,Northcote,2,h,1095000.0,S,Ray,5.5,2.0,1.0,2.0,306.0,1910.0,Darebin,Northern Metropolitan,2016,8,22,Summer
4470,Northcote,3,h,1121000.0,S,Ray,5.5,3.0,1.0,0.0,0.0,,Darebin,Northern Metropolitan,2016,8,22,Summer
4471,Northcote,1,u,370000.0,PI,hockingstuart,5.5,2.0,1.0,1.0,0.0,,Darebin,Northern Metropolitan,2016,4,23,Spring
4472,Northcote,3,h,1225000.0,SP,Barry,5.5,3.0,1.0,2.0,307.0,1910.0,Darebin,Northern Metropolitan,2016,4,23,Spring
4473,Northcote,4,h,2004000.0,S,Jellis,5.5,3.0,2.0,1.0,569.0,,Darebin,Northern Metropolitan,2016,9,24,Autumn
4474,Northcote,2,h,1211000.0,S,Jellis,5.5,2.0,1.0,1.0,178.0,1900.0,Darebin,Northern Metropolitan,2016,9,24,Autumn
4475,Northcote,5,h,4300000.0,SP,McGrath,5.5,4.0,4.0,3.0,569.0,1910.0,Darebin,Northern Metropolitan,2016,9,24,Autumn
4476,Northcote,3,h,1400000.0,S,Collins,5.5,3.0,1.0,1.0,335.0,,Darebin,Northern Metropolitan,2016,9,24,Autumn
4477,Northcote,2,u,770000.0,S,Nelson,5.5,2.0,1.0,1.0,129.0,1975.0,Darebin,Northern Metropolitan,2016,9,24,Autumn
4478,Northcote,3,h,1090000.0,SP,Miles,5.5,3.0,1.0,2.0,318.0,,Darebin,Northern Metropolitan,2016,9,24,Autumn
4479,Northcote,4,h,1830000.0,S,McGrath,5.5,3.0,1.0,1.0,654.0,,Darebin,Northern Metropolitan,2016,9,24,Autumn
4480,Northcote,3,h,1000000.0,VB,Nelson,5.5,3.0,1.0,1.0,440.0,1930.0,Darebin,Northern Metropolitan,2016,9,24,Autumn
4481,Northcote,2,u,600000.0,S,Jellis,5.5,2.0,1.0,1.0,671.0,,Darebin,Northern Metropolitan,2016,9,24,Autumn
4482,Northcote,2,u,692000.0,S,Harcourts,5.5,2.0,1.0,1.0,0.0,2012.0,Darebin,Northern Metropolitan,2017,2,25,Winter
4483,Northcote,3,t,980000.0,S,Harrington,5.5,3.0,2.0,2.0,195.0,,Darebin,Northern Metropolitan,2017,2,25,Winter
4484,Northcote,4,h,1310000.0,S,Nelson,5.5,4.0,2.0,1.0,355.0,,Darebin,Northern Metropolitan,2016,6,27,Summer
4485,Northcote,2,h,1050000.0,S,Barry,5.5,2.0,1.0,2.0,301.0,1925.0,Darebin,Northern Metropolitan,2016,6,27,Summer
4486,Northcote,5,h,1700000.0,S,Nelson,5.5,5.0,3.0,1.0,450.0,1930.0,Darebin,Northern Metropolitan,2016,6,27,Summer
4487,Northcote,3,h,2160000.0,S,Jellis,5.5,3.0,2.0,1.0,338.0,1920.0,Darebin,Northern Metropolitan,2016,11,27,Autumn
4488,Northcote,3,h,1610000.0,S,Jellis,5.5,3.0,1.0,2.0,501.0,,Darebin,Northern Metropolitan,2016,11,27,Autumn
4489,Northcote,1,u,400000.0,VB,Nelson,5.5,1.0,1.0,1.0,0.0,2014.0,Darebin,Northern Metropolitan,2016,11,27,Autumn
4490,Northcote,4,h,1420000.0,S,hockingstuart,5.5,3.0,1.0,1.0,465.0,1890.0,Darebin,Northern Metropolitan,2016,5,28,Spring
4491,Northcote,4,h,1950000.0,S,hockingstuart,5.5,4.0,2.0,1.0,489.0,1910.0,Darebin,Northern Metropolitan,2016,5,28,Spring
4492,Northcote,5,h,1820000.0,SP,hockingstuart,5.5,5.0,3.0,2.0,344.0,1939.0,Darebin,Northern Metropolitan,2016,5,28,Spring
4493,Northcote,4,h,1900000.0,PI,hockingstuart,5.5,3.0,2.0,1.0,537.0,,Darebin,Northern Metropolitan,2016,5,28,Spring
4494,Northcote,3,h,1080000.0,S,Harrington,5.5,2.0,1.0,1.0,348.0,1910.0,Darebin,Northern Metropolitan,2016,8,28,Summer
4495,Northcote,2,u,570000.0,VB,Woodards,5.5,2.0,1.0,1.0,0.0,1970.0,Darebin,Northern Metropolitan,2016,8,28,Summer
4496,Northcote,3,h,1450000.0,PI,McGrath,5.5,3.0,1.0,1.0,489.0,1900.0,Darebin,Northern Metropolitan,2016,8,28,Summer
4497,Northcote,3,h,1400000.0,S,McGrath,5.5,3.0,1.0,2.0,582.0,1932.0,Darebin,Northern Metropolitan,2016,8,28,Summer
4498,Northcote,2,h,1340000.0,S,McGrath,5.5,2.0,1.0,1.0,297.0,1910.0,Darebin,Northern Metropolitan,2016,8,28,Summer
4499,Northcote,1,u,340000.0,PI,Nelson,5.5,1.0,1.0,1.0,0.0,,Darebin,Northern Metropolitan,2016,8,28,Summer
4500,Northcote,4,h,1300000.0,VB,Jellis,5.5,4.0,3.0,2.0,187.0,1970.0,Darebin,Northern Metropolitan,2016,8,28,Summer
4501,Northcote,4,h,2340000.0,S,McGrath,5.5,4.0,2.0,3.0,824.0,1920.0,Darebin,Northern Metropolitan,2016,8,28,Summer
4502,Northcote,2,h,1634000.0,SP,Nelson,5.5,2.0,1.0,2.0,376.0,1920.0,Darebin,Northern Metropolitan,2016,8,28,Summer
4503,Northcote,2,h,910000.0,S,Jellis,5.5,2.0,1.0,1.0,150.0,1995.0,Darebin,Northern Metropolitan,2016,7,30,Summer
4504,Northcote,4,h,1650000.0,S,Nelson,5.5,4.0,1.0,1.0,382.0,1970.0,Darebin,Northern Metropolitan,2016,7,30,Summer
4505,Northcote,3,t,1130000.0,S,Nelson,5.5,3.0,2.0,1.0,229.0,,Darebin,Northern Metropolitan,2016,7,30,Summer
4506,Northcote,4,h,3850000.0,PI,Jellis,5.5,4.0,4.0,8.0,1390.0,1912.0,Darebin,Northern Metropolitan,2016,7,30,Summer
4507,Northcote,3,h,1510000.0,PI,Jellis,5.5,3.0,1.0,3.0,327.0,1900.0,Darebin,Northern Metropolitan,2016,7,30,Summer
4508,Northcote,3,h,1500000.0,PI,Jellis,5.5,4.0,1.0,8.0,727.0,1900.0,Darebin,Northern Metropolitan,2016,7,30,Summer
4509,Northcote,4,h,2315000.0,S,Jellis,5.5,3.0,2.0,4.0,750.0,,Darebin,Northern Metropolitan,2016,7,30,Summer
4510,Oak Park,3,h,892000.0,S,Nelson,11.5,3.0,1.0,3.0,757.0,,Moreland,Northern Metropolitan,2016,3,9,Spring
4511,Oak Park,2,h,592000.0,S,Barry,11.5,2.0,1.0,2.0,577.0,,Moreland,Northern Metropolitan,2016,3,9,Spring
4512,Oak Park,3,u,647000.0,S,Brad,11.5,3.0,1.0,2.0,250.0,,Moreland,Northern Metropolitan,2016,3,12,Spring
4513,Oak Park,4,h,865000.0,S,Brad,11.5,4.0,1.0,2.0,696.0,1955.0,Moreland,Northern Metropolitan,2016,3,12,Spring
4514,Oak Park,4,h,1350000.0,S,Eview,11.5,4.0,2.0,2.0,590.0,,Moreland,Northern Metropolitan,2017,4,3,Spring
4515,Oak Park,2,u,476000.0,S,hockingstuart,11.5,2.0,1.0,1.0,189.0,1995.0,Moreland,Northern Metropolitan,2016,6,8,Summer
4516,Oak Park,4,h,830000.0,PI,Brad,11.5,4.0,2.0,2.0,616.0,1950.0,Moreland,Northern Metropolitan,2016,7,5,Summer
4517,Oak Park,3,h,706000.0,PI,Eview,11.5,3.0,1.0,0.0,715.0,1960.0,Moreland,Northern Metropolitan,2016,7,11,Summer
4518,Oak Park,4,h,920000.0,S,Ray,11.5,4.0,2.0,2.0,780.0,1965.0,Moreland,Northern Metropolitan,2016,7,11,Summer
4519,Oak Park,2,u,522000.0,S,Stockdale,11.5,2.0,1.0,1.0,161.0,2012.0,Moreland,Northern Metropolitan,2016,8,10,Summer
4520,Oak Park,3,u,358500.0,S,Jason,11.5,3.0,1.0,1.0,0.0,,Moreland,Northern Metropolitan,2016,10,9,Autumn
4521,Oak Park,4,h,690000.0,S,Brad,11.5,3.0,1.0,1.0,553.0,1960.0,Moreland,Northern Metropolitan,2016,10,9,Autumn
